v,mean_pnl,std_pnl,p10,p25,p50,p75,p90,mean_multiplier,std_multiplier,mean_rank,p10_rank,p90_rank,mean_regret,max_regret,p90_regret,prob_best_response,label,group
54,167632.77680500923,8937.9931355192,157858.29019849413,162177.42350131998,166496.55680414583,175134.82340979754,179453.9567126234,0.8226623129251701,0.033786041853261305,5.736933333333333,3.0,8.0,40948.468212830594,87164.74654956497,56146.37297014668,0.0,AI total weight = 25%,ai_weight_total
55,161984.15498935178,8541.77196814235,151744.811075009,155936.91104539883,164321.1109861784,168513.2109565682,172705.31092695802,0.825592380952381,0.03326674041786368,5.5574666666666666,3.0,8.0,46597.09002848804,93913.39233523034,62021.516011846106,0.0,AI total weight = 25%,ai_weight_total
18,11860.140125195514,6532.947009961014,7260.5951740702,7260.5951740702,7260.5951740702,16609.263773918385,16609.263773918385,0.10803265306122448,0.011409149678065838,49.508,49.0,50.0,201257.3119771078,263717.9232582687,221424.2831824781,0.0,AI total weight = 30%,ai_weight_total
19,11512.716567926404,6883.929064449538,6342.9623117316005,6342.9623117316005,6342.9623117316005,15541.813301402057,24740.66429107258,0.10917551020408163,0.012217904032738756,49.438,48.0,50.0,201604.7355343769,258593.60753835144,222341.91604481672,0.0,AI total weight = 30%,ai_weight_total
20,17524.442644329498,10166.100838869164,5434.204855090764,5434.204855090764,14484.687280411694,23535.169705732682,32585.652131053546,0.12181006802721084,0.018339039705618804,48.66413333333333,47.0,50.0,195593.0094579738,259502.36499499227,217233.6058153272,0.0,AI total weight = 30%,ai_weight_total
21,23508.3149955854,12731.17518813441,4525.447398449949,13427.561259421353,22329.675120392814,31231.788981364167,40133.902842335636,0.13481469387755096,0.023349052223451048,47.8676,46.0,50.0,189609.13710671788,254369.17386937735,212718.76984323584,0.0,AI total weight = 30%,ai_weight_total
22,25396.008239804378,13467.467629393463,12370.43523843099,12370.43523843099,21124.180535052932,29877.92583167476,47385.41642491857,0.14062040816326526,0.0251180511963903,47.512,45.0,49.0,187721.4438624989,255277.93132601818,211906.26723096205,0.0,AI total weight = 30%,ai_weight_total
23,29067.922491465004,14547.598521804612,11313.309217440634,19918.68594971305,28524.06268198535,37129.439414257766,45734.81614653014,0.15001142857142852,0.027600396820532128,46.9368,45.0,49.0,184049.52961083828,246465.6113178678,208822.41858753064,0.0,AI total weight = 30%,ai_weight_total
24,34391.44809159246,15922.144895507186,18721.52965732025,27179.56407668267,35637.598496045204,44095.63291540768,52553.667334770216,0.1629006802721088,0.03073449139128597,46.147333333333336,44.0,48.0,178726.00401071084,247515.4252973507,204427.4273321951,0.0,AI total weight = 30%,ai_weight_total
25,46263.66046217775,18303.591384826017,25848.88193742954,34161.08817714789,42473.29441686619,59097.70689630284,67409.91313602113,0.18907755102040813,0.03595124283977234,44.544,42.0,47.0,166853.79164012554,248554.4510773155,194094.67451304698,0.0,AI total weight = 30%,ai_weight_total
26,57678.05012370942,20030.227763609706,32684.577858250545,40850.95591832466,57183.71203847295,73516.46815862118,81682.84621869528,0.21527401360544215,0.040045185802951064,42.93946666666667,40.0,46.0,155439.4019785939,240045.9602102863,183761.9216938989,0.0,AI total weight = 30%,ai_weight_total
27,61310.7953505829,20467.37327357286,39228.61741978316,47249.16730021314,63290.26706107301,71310.81694150296,87351.91670236288,0.22658285714285714,0.04166312800056015,42.2468,39.0,45.0,151806.65675172044,240939.1578106069,180162.9879781235,0.0,AI total weight = 30%,ai_weight_total
28,63605.46008855595,20675.562496277358,37606.27892124164,45481.00062202745,61230.44402359896,76979.88742517047,92729.33082674202,0.2355363265306122,0.042866302689423534,41.6984,38.0,45.0,149511.99201374734,241832.3554109275,177705.55837893102,0.0,AI total weight = 30%,ai_weight_total
29,65076.26825949398,20740.79186447555,35997.60979934284,51457.85425765171,66918.0987159605,82378.34317426936,90108.46540342376,0.24304870748299318,0.043805927417347144,41.23826666666667,38.0,45.0,148041.1838428093,242718.02717466955,176369.74884391564,0.0,AI total weight = 30%,ai_weight_total
30,66877.30084863998,20847.474478254087,41992.03328722883,49579.00510473222,64752.948739739004,79926.89237474585,95100.83600975265,0.25151020408163266,0.0448620264374742,40.72,37.0,44.0,146240.15125366332,243594.82344603195,174470.80354607332,0.0,AI total weight = 30%,ai_weight_total
31,77841.67758839029,21795.842147511903,47700.15595181275,62587.79876351752,77475.44157522236,92363.08438692713,107250.72719863197,0.28039510204081636,0.04780481215753481,38.9508,35.0,43.0,135275.77451391303,229583.97690568957,164136.6053293799,0.0,AI total weight = 30%,ai_weight_total
32,83906.47381864386,22221.706956646784,53121.97779309466,67723.31978149741,82324.66176990024,96926.00375830298,111527.3457467058,0.2994557823129252,0.049694525225446845,37.78333333333333,34.0,42.0,129210.97828365942,230747.07400035398,158444.11375115963,0.0,AI total weight = 30%,ai_weight_total
33,100187.20871973239,23369.796679261966,72572.53997617534,86887.58114127608,101202.62230637687,115517.66347147766,129832.70463657839,0.34258176870748297,0.053307244664598054,35.141866666666665,31.0,39.0,112930.24338257092,203280.0887648169,141858.5105762181,0.0,AI total weight = 30%,ai_weight_total
34,118728.17507296496,23800.036269105713,91196.54443583911,105228.49916238216,119260.45388892514,133292.4086154682,147324.36334201123,0.3926389115646258,0.0553838760589878,32.07586666666667,28.0,36.0,94389.27702933832,183948.36820875877,122902.92088928753,0.0,AI total weight = 30%,ai_weight_total
35,145568.91903253822,24149.177446880145,115875.24481114664,129626.56044315881,143377.876075171,164004.8495231892,177756.1651552014,0.46438639455782316,0.05734320924598412,27.681333333333335,23.0,32.0,67548.53306976505,165443.72791313013,94397.38434433067,0.00013333333333333334,AI total weight = 30%,ai_weight_total
36,167898.5205124387,23906.32326798377,139431.38880833075,152902.06534581204,166372.74188329332,186578.75668951526,200049.43322699654,0.5281882993197279,0.057949178361599636,23.773466666666668,19.0,28.0,45218.93158986459,121797.3155327478,69850.65680872474,0.0017333333333333333,AI total weight = 30%,ai_weight_total
37,177933.0800403936,23243.508632498953,148674.93898444096,161864.97642739138,175055.01387034185,194840.07003476747,208030.10747771797,0.5642677551020409,0.057541285514286875,21.5636,17.0,26.0,35184.37206190968,102767.97912118532,59105.380388875754,0.0092,AI total weight = 30%,ai_weight_total
38,184288.7978059624,22367.94167956761,157357.21097148943,170266.60931990904,183176.0076683286,202540.105190958,215449.5035393776,0.592610612244898,0.05657752200497823,19.8276,15.0,24.0,28828.654296340916,88612.44642577361,50825.01506938174,0.0148,AI total weight = 30%,ai_weight_total
39,188029.4668664987,21434.916131167472,159236.798913915,171869.96413135892,190819.71195752482,203452.87717496871,216086.04239241267,0.6152370068027211,0.05540302978119602,18.44173333333333,14.0,23.0,25087.985235804597,84941.40851419195,44271.822320312494,0.012933333333333333,AI total weight = 30%,ai_weight_total
40,195926.11972862357,20370.59021757753,167046.70404154676,184039.68442914117,197943.03201899113,210301.56320996888,222660.09440094663,0.6497730612244899,0.0538221022607564,16.3264,12.0,21.0,17191.33237367973,72031.8499767688,32783.84483586412,0.0532,AI total weight = 30%,ai_weight_total
41,205334.76106899042,18933.020444311966,180349.289698502,192433.18686301357,204517.08402752515,216600.9811920367,228684.87835654832,0.6899646258503401,0.05116073625222907,13.864666666666666,10.0,18.0,7782.691033312858,58042.67925364812,18618.66247675536,0.26253333333333334,AI total weight = 30%,ai_weight_total
42,206195.27186411686,17810.572845337276,181018.7101380133,192827.9732760587,204637.2364141041,216446.49955214944,228255.76269019488,0.7083896598639455,0.0492469105619651,12.736133333333333,9.0,17.0,6922.18023818642,57766.28593366896,16433.864950510004,0.17306666666666667,AI total weight = 30%,ai_weight_total
43,206085.2992454523,16786.607718566545,187180.81110684804,192948.12566263767,204482.75477421688,216017.38388579612,227552.01299737534,0.724944761904762,0.047520741610633375,11.722133333333334,8.0,15.0,7032.152856850999,44875.65131641299,14831.611298617849,0.12026666666666666,AI total weight = 30%,ai_weight_total
44,205054.37184349747,15980.21770543044,181659.87009303627,192926.00359300154,204192.1370929668,215458.27059293212,226724.40409289743,0.7392337414965987,0.046316069938076236,10.846933333333334,7.0,15.0,8063.080258805798,43153.31492397413,15997.501687686832,0.09146666666666667,AI total weight = 30%,ai_weight_total
45,202956.28695489955,15173.827664164695,181643.1050134232,192640.99723957977,203638.88946573637,214636.78169189295,220135.72780497128,0.7510345578231293,0.045051534743124,10.124133333333333,7.0,14.0,10161.16514740371,38462.38422775455,19004.04030855614,0.042,AI total weight = 30%,ai_weight_total
46,204645.73308697733,13774.815320021422,186722.92413617537,197452.5750885233,202817.40056469722,213547.05151704513,224276.70246939303,0.7749518367346939,0.04192027215035129,8.6592,5.0,12.0,8471.719015325985,42725.85144965758,19148.406103513407,0.16773333333333335,AI total weight = 30%,ai_weight_total
47,200692.68825898593,13071.37208738862,186035.5558720406,191266.26071131023,201727.6703898494,212189.0800683886,217419.78490765824,0.7824838095238095,0.04079950276043368,8.197866666666666,5.0,11.0,12424.763843317354,48778.0451899663,23348.990613401635,0.0288,AI total weight = 30%,ai_weight_total
48,196027.37828855266,12463.954459660847,180022.08877826118,190216.97359945838,195314.41601005694,205509.30083125414,210606.7432418527,0.7879978231292517,0.03992063424045298,7.860133333333334,5.0,11.0,17090.073813750616,54791.51228374572,28905.40088801738,0.0064,AI total weight = 30%,ai_weight_total
49,190889.8098569271,11971.239642616456,174124.0865018955,184057.5640199851,189024.30277902985,198957.78029711943,203924.5190561642,0.791846530612245,0.039351538297795786,7.6244,5.0,11.0,22227.642245376206,60689.51456011139,34693.83681847365,0.0014666666666666667,AI total weight = 30%,ai_weight_total
50,189752.8885006747,10711.024342546078,177898.1544405118,182734.18954800276,192406.25976298473,197242.2948704757,202078.32997796664,0.8094095238095237,0.0361605867058742,6.548666666666667,4.0,9.0,23364.563601628623,60446.41292258675,37484.53206832844,0.009733333333333333,AI total weight = 30%,ai_weight_total
51,186273.20003966472,9924.819234601084,171738.74486103855,181149.40777291288,185854.73922885003,195265.40214072433,199970.7335966615,0.8198193197278911,0.03443707772175183,5.911066666666667,3.0,9.0,26844.252062638592,66302.45337974024,41493.522001379635,0.004266666666666667,AI total weight = 30%,ai_weight_total
52,180534.7084996553,9488.133207219827,165579.33528156526,174728.59089033198,179303.2186947153,188452.47430348198,193027.10210786536,0.8227624489795918,0.03386249196323706,5.7308,3.0,9.0,32582.743602647995,73376.7885200902,47741.67341319451,0.0002666666666666667,AI total weight = 30%,ai_weight_total
53,174794.33173442478,9118.069475114942,163971.76932197926,168417.93595724116,177310.26922776498,181756.43586302688,186202.60249828882,0.825455238095238,0.03348197506350786,5.5658666666666665,3.0,8.0,38323.120367878524,80329.7492987882,53366.762484344596,0.0,AI total weight = 30%,ai_weight_total
54,169080.55028811644,8705.75255094143,157858.29019849413,162177.42350131998,170815.69010697168,175134.82340979754,179453.9567126234,0.8281349659863946,0.0329081613277786,5.4017333333333335,3.0,8.0,44036.90181418686,87205.42841688966,59592.003529006586,0.0,AI total weight = 30%,ai_weight_total
55,163363.63535294138,8311.184114285039,151744.811075009,160129.01101578862,164321.1109861784,168513.2109565682,172705.31092695802,0.8309648979591836,0.0323686941686319,5.2284,3.0,8.0,49753.81674936191,94081.10753499108,65647.18330264941,0.0,AI total weight = 30%,ai_weight_total
18,11721.77982991776,6488.722421971702,7260.5951740702,7260.5951740702,7260.5951740702,16609.263773918385,16609.263773918385,0.10779102040816325,0.011331915783002624,49.5228,49.0,50.0,205977.58255394152,259358.10808811814,227466.2317647339,0.0,AI total weight = 35%,ai_weight_total
19,11278.452496056125,6742.190816798454,6342.9623117316005,6342.9623117316005,6342.9623117316005,15541.813301402057,24740.66429107258,0.10875972789115644,0.011966340675336848,49.46346666666667,48.0,50.0,206420.9098878032,260275.74095045676,228067.2200518872,0.0,AI total weight = 35%,ai_weight_total
20,17111.740645734862,10181.20380885373,5434.204855090764,5434.204855090764,14484.687280411694,23535.169705732682,32585.652131053546,0.12106557823129248,0.018366284562876246,48.70973333333333,47.0,50.0,200587.62173812446,255198.1929037553,223250.67350145755,0.0,AI total weight = 35%,ai_weight_total
21,22818.697908488815,12522.743125522034,4525.447398449949,13427.561259421353,22329.675120392814,31231.788981364167,40133.902842335636,0.13354993197278908,0.02296678656116452,47.94506666666667,46.0,50.0,194880.6644753705,254369.17386937735,218134.6470024967,0.0,AI total weight = 35%,ai_weight_total
22,24948.983646656892,13357.488488335166,12370.43523843099,12370.43523843099,21124.180535052932,29877.92583167476,38631.6711282967,0.13978666666666661,0.02491293010223537,47.563066666666664,46.0,49.0,192750.37873720238,254162.23059349932,216314.44311811734,0.0,AI total weight = 35%,ai_weight_total
23,29217.082354824393,14529.02880220341,11313.309217440634,19918.68594971305,28524.06268198535,37129.439414257766,45734.81614653014,0.15029442176870744,0.027565165464025352,46.919466666666665,45.0,49.0,188482.2800290349,255070.98805014015,213309.45140062785,0.0,AI total weight = 35%,ai_weight_total
24,35403.02900814821,16004.01712885616,18721.52965732025,27179.56407668267,35637.598496045204,44095.63291540768,52553.667334770216,0.16485333333333332,0.030892529235280183,46.02773333333333,44.0,48.0,182296.33337571105,245917.53859183128,207856.22614189587,0.0,AI total weight = 35%,ai_weight_total
25,47803.08105777358,18542.361530556722,25848.88193742954,34161.08817714789,50785.50065658454,59097.70689630284,75722.11937573944,0.19210122448979589,0.036420226402155025,44.3588,41.0,47.0,169896.2813260857,235315.99698786018,196811.2124635171,0.0,AI total weight = 35%,ai_weight_total
26,59311.32573572425,20371.890175043285,32684.577858250545,49017.333978398834,57183.71203847295,73516.46815862118,89849.22427876946,0.21853931972789112,0.040728250164934955,42.739466666666665,39.0,46.0,158388.03664813505,236500.85094746918,187404.80677187024,0.0,AI total weight = 35%,ai_weight_total
27,63427.15111236569,20829.93381805159,39228.61741978316,47249.16730021314,63290.26706107301,79331.36682193288,87351.91670236288,0.23089088435374147,0.0424011516917621,41.982933333333335,39.0,45.0,154272.2112714936,237685.70490707812,183414.31235450937,0.0,AI total weight = 35%,ai_weight_total
28,65804.08238741533,21011.991737715576,37606.27892124164,53355.722322813206,61230.44402359896,76979.88742517047,92729.33082674202,0.240094693877551,0.0435638158864483,41.4192,38.0,45.0,151895.27999644395,238870.55886668712,181305.59807197744,0.0,AI total weight = 35%,ai_weight_total
29,67249.97863033222,21131.79890379316,43727.732028497296,51457.85425765171,66918.0987159605,82378.34317426936,97838.58763257816,0.24763972789115646,0.044631760205986054,40.95706666666667,37.0,44.0,150449.38375352707,224585.18511538304,179697.4517348641,0.0,AI total weight = 35%,ai_weight_total
