v,mean_pnl,std_pnl,p10,p25,p50,p75,p90,mean_mult,std_mult,mu,sigma
74,57977.79436557995,7.275957614183426e-12,57977.794365579946,57977.794365579946,57977.794365579946,57977.794365579946,57977.794365579946,0.9000000000000002,2.220446049250313e-16,20,8
76,46512.40451954187,1.4551915228366852e-11,46512.40451954186,46512.40451954186,46512.40451954186,46512.40451954186,46512.40451954186,0.9000000000000002,2.220446049250313e-16,20,8
78,35158.00398783106,0.0,35158.00398783106,35158.00398783106,35158.00398783106,35158.00398783106,35158.00398783106,0.9000000000000002,2.220446049250313e-16,20,8
80,24376.941845994264,1.0913936421275139e-11,24376.941845994254,24376.941845994254,24376.941845994254,24376.941845994254,24376.941845994254,0.9000000000000002,2.220446049250313e-16,20,8
82,13751.66443942364,3.637978807091713e-12,13751.664439423635,13751.664439423635,13751.664439423635,13751.664439423635,13751.664439423635,0.9000000000000002,2.220446049250313e-16,20,8
84,3809.615919841475,4.547473508864641e-13,3809.6159198414753,3809.6159198414753,3809.6159198414753,3809.6159198414753,3809.6159198414753,0.9000000000000002,2.220446049250313e-16,20,8
86,-5973.950611038802,9.094947017729282e-13,-5973.950611038803,-5973.950611038803,-5973.950611038803,-5973.950611038803,-5973.950611038803,0.9000000000000002,2.220446049250313e-16,20,8
88,-14847.864539755561,9.094947017729282e-12,-14847.864539755552,-14847.864539755552,-14847.864539755552,-14847.864539755552,-14847.864539755552,0.9000000000000002,2.220446049250313e-16,20,8
90,-23506.398759341446,0.0,-23506.398759341446,-23506.398759341446,-23506.398759341446,-23506.398759341446,-23506.398759341446,0.9000000000000002,2.220446049250313e-16,20,8
92,-31075.99911381532,0.0,-31075.99911381532,-31075.99911381532,-31075.99911381532,-31075.99911381532,-31075.99911381532,0.9000000000000002,2.220446049250313e-16,20,8
94,-38002.46729271334,7.275957614183426e-12,-38002.467292713336,-38002.467292713336,-38002.467292713336,-38002.467292713336,-38002.467292713336,0.9000000000000002,2.220446049250313e-16,20,8
96,-44001.233646356646,2.1827872842550278e-11,-44001.23364635667,-44001.23364635667,-44001.23364635667,-44001.23364635667,-44001.23364635667,0.9000000000000002,2.220446049250313e-16,20,8
98,-48107.59991138153,7.275957614183426e-12,-48107.599911381534,-48107.599911381534,-48107.599911381534,-48107.599911381534,-48107.599911381534,0.9000000000000002,2.220446049250313e-16,20,8
100,-50000.0,0.0,-50000.0,-50000.0,-50000.0,-50000.0,-50000.0,0.9000000000000002,2.220446049250313e-16,20,8
0,55385.09387702212,18728.90290376913,36352.663786643185,36352.663786643185,48472.335897049314,72711.68011786141,84831.35222826747,0.14196530612244893,0.02522989102399933,20,12
2,64358.25514014119,21296.627915365385,34109.73745452259,45914.61288673636,57719.48831894995,81329.23918337742,93134.11461559116,0.15816122448979586,0.029453936180383736,20,12
4,75765.8194802818,23585.80326487654,43368.41567739131,54859.91299153169,77842.90761981266,89334.40493395319,100825.90224809363,0.17868163265306117,0.03350950085021145,20,12
6,89779.62280962401,26246.65890673398,52025.861289057866,74387.69390035828,85568.61020600854,107930.44281730885,119111.35912295902,0.2041081632653061,0.03832573899988814,20,12
8,106607.56183427056,28312.834256701943,70932.48018090388,81802.81547806383,103543.48607238362,125284.15666670338,147024.82726102322,0.23521428571428568,0.04252401996580847,20,12
10,125509.17994468981,29900.221234847588,88641.18726916864,109767.46342447051,120330.60150212143,141456.87765742335,162583.15381272518,0.271269387755102,0.04621419068036966,20,12
12,146443.86526949637,31476.09809633978,105136.52245564529,125650.44278035875,146164.36310507215,166678.2834297856,187192.2037544991,0.3126897959183673,0.05010212294768613,20,12
14,168748.21489553998,32471.26116318086,130376.52923497432,150280.14625400593,170183.76327303762,190087.38029206923,209990.99731110092,0.358869387755102,0.0532710249490787,20,12
16,191420.01792247992,32768.33105182418,153861.28946765754,173161.7665770216,192462.24368638554,211762.7207957496,231063.19790511363,0.4084408163265306,0.05543833522853376,20,12
18,213759.83012539215,32672.922159977803,175536.62997133777,194233.9671710342,212931.3043707306,231628.641570427,250325.97877012333,0.460630612244898,0.05706004637334498,20,12
20,234736.09627271903,31542.019348662707,195494.3357868306,213595.30063747248,231696.26548811432,258847.71276407718,276948.677614719,0.5136469387755103,0.056899922044730225,20,12
22,253667.4243398136,30173.79942264281,213706.57706073462,231214.06765397842,257475.30354384414,274982.7941370879,292490.28473033174,0.5663673469387756,0.05627687844100562,20,12
24,269761.27749551105,28333.310196143782,230172.39014138252,247088.45898010745,272462.562238195,289378.6310769199,306294.69991564495,0.617234693877551,0.05469174436138539,20,12
26,282682.93020855734,25876.21331892013,245010.4074201779,269509.54160040035,285842.2977205486,302175.0538406968,318507.80996084504,0.6651122448979593,0.05173270031983968,20,12
28,291781.62427814165,23374.71313527651,258098.48654324317,273847.9299448147,289597.3733463862,305346.8167479577,321096.26014952926,0.7086102040816327,0.04846240718798414,20,12
30,297316.39586167096,20670.274124849617,269601.187812331,284775.1314473378,299949.07508234464,315123.0187173514,322709.9905348549,0.747395918367347,0.044480706055120306,20,12
32,299328.8938176681,18010.446066770124,272142.1076191364,286743.4496075392,301344.791595942,308645.46259014343,323246.80457854614,0.7812061224489796,0.04027685938496036,20,12
34,297789.013874732,15509.649112762816,280627.93324416986,287643.9106074414,301675.86533398443,308691.84269725595,315707.8200605274,0.8093224489795918,0.03609173004894425,20,12
36,293212.6321602172,13139.566090136523,274138.1541831437,287608.830720625,294344.16898936563,301079.50725810626,307814.84552684694,0.8319510204081633,0.03185044602701743,20,12
38,286313.2252608365,10828.069262218663,273541.7961072657,279996.4952814755,286451.1944556852,292905.89362989506,299360.59280410485,0.8506714285714285,0.02738854275153168,20,12
40,277303.34006185475,8874.511863818923,265914.95356936875,272094.21916485764,278273.48476034653,284452.7503558354,290632.01595132425,0.8647836734693879,0.02344776856964135,20,12
42,266660.9625730109,7029.939231848946,257778.92053530843,263683.55210433115,269588.1836733538,269588.1836733538,275492.8152423765,0.8755795918367348,0.019438049051720946,20,12
44,254773.55584109225,5592.64418752225,249256.67109282798,249256.67109282798,254889.73784281063,260522.80459279328,260522.80459279328,0.8833367346938776,0.016209372369190667,20,12
46,242114.07657448685,4373.505081533384,235006.35342174093,240371.17889791488,245736.00437408878,245736.00437408878,245736.00437408878,0.8889775510204083,0.0133096901126758,20,12
48,228758.73566599435,3338.840343615435,225899.0704736485,225899.0704736485,230996.51288424706,230996.51288424706,230996.51288424706,0.8928326530612246,0.010693927402906067,20,12
50,215239.59952300333,2560.9888167297013,211750.40019294858,216586.43530043954,216586.43530043954,216586.43530043954,216586.43530043954,0.8954530612244901,0.008645938539442755,20,12
52,201410.10755939785,1880.2986325634747,197601.7299122487,202176.35771663205,202176.35771663205,202176.35771663205,202176.35771663205,0.8972653061224491,0.006710655925995689,20,12
54,187655.45096302681,1387.1663970015254,188092.2233182751,188092.2233182751,188092.2233182751,188092.2233182751,188092.2233182751,0.8983489795918369,0.005243555374895541,20,12
56,173838.82935228496,1016.5024060100116,174086.7984172001,174086.7984172001,174086.7984172001,174086.7984172001,174086.7984172001,0.8990040816326532,0.0040825794820173065,20,12
58,160180.92294481111,709.7695274928035,160309.68397581665,160309.68397581665,160309.68397581665,160309.68397581665,160309.68397581665,0.899448979591837,0.003037390207941997,20,12
60,146672.16782512236,501.56385012671944,146741.31726769943,146741.31726769943,146741.31726769943,146741.31726769943,146741.31726769943,0.899683673469388,0.0022944212806089628,20,12
62,133271.10395289463,341.02050720905027,133305.60364700507,133305.60364700507,133305.60364700507,133305.60364700507,133305.60364700507,0.8998306122448982,0.0016743539225302804,20,12
64,120192.27585361435,252.88955350990335,120212.34624364757,120212.34624364757,120212.34624364757,120212.34624364757,120212.34624364757,0.8998938775510208,0.0013371568113697114,20,12
66,107150.09071616251,171.34049217926798,107160.42552872564,107160.42552872564,107160.42552872564,107160.42552872564,107160.42552872564,0.8999408163265309,0.0009812040304838393,20,12
68,94581.36208906201,127.67265500241423,94587.59148642761,94587.59148642761,94587.59148642761,94587.59148642761,94587.59148642761,0.8999612244897962,0.0007947112772326588,20,12
70,82012.06326540619,80.27969478700822,82014.75744412953,82014.75744412953,82014.75744412953,82014.75744412953,82014.75744412953,0.8999816326530614,0.0005473003678311123,20,12
72,69973.42270259559,64.35129330433156,69975.3270728666,69975.3270728666,69975.3270728666,69975.3270728666,69975.3270728666,0.8999857142857145,0.00048273395361300703,20,12
74,57976.325279942335,53.62330278555809,57977.794365579946,57977.794365579946,57977.794365579946,57977.794365579946,57977.794365579946,0.8999877551020411,0.00044695275348564077,20,12
76,46511.74797257235,33.89758213464414,46512.40451954186,46512.40451954186,46512.40451954186,46512.40451954186,46512.40451954186,0.8999938775510207,0.00031610261989693415,20,12
78,35157.424681681485,29.90963129527424,35158.00398783106,35158.00398783106,35158.00398783106,35158.00398783106,35158.00398783106,0.8999938775510207,0.00031610261989693415,20,12
80,24376.941845994264,1.0913936421275139e-11,24376.941845994254,24376.941845994254,24376.941845994254,24376.941845994254,24376.941845994254,0.9000000000000002,2.220446049250313e-16,20,12
82,13751.66443942364,3.637978807091713e-12,13751.664439423635,13751.664439423635,13751.664439423635,13751.664439423635,13751.664439423635,0.9000000000000002,2.220446049250313e-16,20,12
84,3809.615919841475,4.547473508864641e-13,3809.6159198414753,3809.6159198414753,3809.6159198414753,3809.6159198414753,3809.6159198414753,0.9000000000000002,2.220446049250313e-16,20,12
86,-5973.950611038802,9.094947017729282e-13,-5973.950611038803,-5973.950611038803,-5973.950611038803,-5973.950611038803,-5973.950611038803,0.9000000000000002,2.220446049250313e-16,20,12
88,-14847.864539755561,9.094947017729282e-12,-14847.864539755552,-14847.864539755552,-14847.864539755552,-14847.864539755552,-14847.864539755552,0.9000000000000002,2.220446049250313e-16,20,12
90,-23506.398759341446,0.0,-23506.398759341446,-23506.398759341446,-23506.398759341446,-23506.398759341446,-23506.398759341446,0.9000000000000002,2.220446049250313e-16,20,12
92,-31075.99911381532,0.0,-31075.99911381532,-31075.99911381532,-31075.99911381532,-31075.99911381532,-31075.99911381532,0.9000000000000002,2.220446049250313e-16,20,12
94,-38002.46729271334,7.275957614183426e-12,-38002.467292713336,-38002.467292713336,-38002.467292713336,-38002.467292713336,-38002.467292713336,0.9000000000000002,2.220446049250313e-16,20,12
96,-44001.233646356646,2.1827872842550278e-11,-44001.23364635667,-44001.23364635667,-44001.23364635667,-44001.23364635667,-44001.23364635667,0.9000000000000002,2.220446049250313e-16,20,12
98,-48107.59991138153,7.275957614183426e-12,-48107.599911381534,-48107.599911381534,-48107.599911381534,-48107.599911381534,-48107.599911381534,0.9000000000000002,2.220446049250313e-16,20,12
100,-50000.0,0.0,-50000.0,-50000.0,-50000.0,-50000.0,-50000.0,0.9000000000000002,2.220446049250313e-16,20,12
0,122138.73290212496,31337.326316570783,84831.35222826747,96951.0243386736,121190.36855948568,145429.71278029776,157549.3848907039,0.23188979591836734,0.0422148233675489,20,20
2,132525.50832345922,32117.918872346756,93134.11461559116,104938.99004780484,128548.74091223223,152158.49177665965,175768.24264108704,0.25243877551020405,0.04442013714435566,20,20
4,143789.73783133633,32712.941373385413,100825.90224809363,123808.89687637452,146791.8915046555,169774.8861329364,181266.38344707686,0.2753265306122449,0.046476871042030785,20,20
6,155144.65714699315,33484.24488148065,107930.44281730885,130292.2754286092,152654.1080399096,175015.94065120994,197377.77326251034,0.2995551020408163,0.0488941634246146,20,20
8,167005.86232911525,34080.14204253198,125284.15666670338,147024.82726102322,168765.49785534298,190506.16844966283,212246.83904398262,0.32592857142857146,0.05118613797243461,20,20
10,179016.75587703066,34223.41312960141,130893.73957977243,152020.01573507427,173146.2918903762,204835.70612332897,225961.9822786309,0.35397142857142855,0.052896175171478724,20,20
12,190769.31861112095,34395.05075212037,146164.36310507215,166678.2834297856,187192.2037544991,217963.08424156916,238477.00456628262,0.38324489795918365,0.054748369899604236,20,20
14,202045.72219231623,33828.42421692725,160231.95476352182,180135.5717825535,200039.1888015851,219942.80582061678,249798.2313491642,0.4134959183673469,0.055497531228978596,20,20
16,212970.20689490417,33463.47191075836,173161.7665770216,192462.24368638554,211762.7207957496,231063.19790511363,260013.91356915963,0.44489999999999996,0.056614393048130845,20,20
18,222735.7205648214,32679.74628767376,184885.29857118597,203582.6357708824,222279.97297057876,240977.31017027516,259674.64736997162,0.4763061224489796,0.05707196404146423,20,20
20,231774.32589903273,31585.471299575453,195494.3357868306,213595.30063747248,231696.26548811432,249797.2303387563,267898.19518939813,0.5083040816326531,0.0569783067731237,20,20
22,239631.88797484245,30260.18239793216,196199.08646749088,222460.32235735655,239967.81295060035,257475.30354384414,274982.7941370879,0.5401897959183672,0.056437990541329426,20,20
24,246026.97566047753,29119.785106938372,204798.28688329502,230172.39014138252,247088.45898010745,264004.52781883243,280920.5966575575,0.5714204081632652,0.05620987565173052,20,20
26,251156.62770764125,27584.26823150267,212344.89517988137,236844.02936010377,253176.785480252,269509.54160040035,285842.2977205486,0.6020836734693878,0.055147508036618456,20,20
28,254995.84619313353,26049.757923715533,218724.8780393143,234474.32144088583,258098.48654324317,273847.9299448147,289597.3733463862,0.6323428571428572,0.0540085334241936,20,20
30,256947.06719221253,24189.912387545464,224079.35690731055,239253.3005423174,254427.24417732417,277188.1596298344,284775.1314473378,0.6605244897959184,0.0520546740653035,20,20
32,257454.98274655177,22396.659471649677,228338.0816539281,242939.42364233086,257540.76563073363,272142.1076191364,286743.4496075392,0.6875632653061226,0.05008577249493107,20,20
34,256278.1068077657,20702.0522753576,231516.09170126932,245548.04642781237,259580.00115435536,273611.9558808984,280627.93324416986,0.7127244897959184,0.04817471219039339,20,20
36,253743.549905397,18778.451643460983,226990.7863019592,240461.46283944044,253932.13937692175,267402.81591440307,274138.1541831437,0.7362775510204081,0.045519163756099046,20,20
38,249828.84501601246,17121.764445620487,228358.9018877971,241268.3002362167,247722.99941042654,260632.39775884605,273541.7961072657,0.7583877551020409,0.04330782950721967,20,20
